Dependents,Tenure Months,Paperless Billing,Monthly Charges,Total Charges,Avg_Monthly_Charge,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Device Protection_No internet service,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming Movies_No internet service,Contract_One year,Contract_Two year,Payment Method_Electronic check,Tenure_Group_5-6yr,Churn Value
1.8245070732210271,-0.8295205827584317,0.8297975015331794,0.47156173812821356,-0.5966488541341161,0.4156446663116008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.1145631287986442,-1.2051132934870794,-1.4527991880641573,-0.9555511584266455,-1.3852086892314879,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-0.30015585439803716,0.8297975015331794,1.1213243651931677,0.10357461514417286,1.1854488380004649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,1.4508197855632678,0.8297975015331794,1.503537675231376,2.352438365341499,1.560722237875203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1.8245070732210271,0.9214550572028734,0.8297975015331794,1.0631614701873533,1.3055333586162896,1.0094484044317578,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,0.18848851024232702,0.8297975015331794,0.39013368512007346,0.25959895431203156,0.4235208656484441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-0.9109613101984924,0.8297975015331794,1.1794872601989819,-0.536074439408407,1.3798752555272615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-1.1960038562387048,0.8297975015331794,0.32033821111309646,-0.9045062947429998,0.3904534779744414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-0.21871512695797646,0.8297975015331794,0.44164939212522314,-0.06363371101055196,0.475555950292568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.30015585439803716,0.8297975015331794,-0.2047896409393986,-0.34283632105545325,-0.15171595774797417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,-0.9742016520163136,-0.990139899245987,-0.966291616293547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2367242199587352,-1.2051132934870794,-0.6784017859867437,-0.9699337215734635,-0.7953219118413513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-1.2774445836787656,0.8297975015331794,0.18905624809997262,-0.9746984970944953,0.19002522541212508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-0.9924020376385531,-1.2051132934870794,0.21232140610229844,-0.7571070816340459,0.19023171056242946,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,-0.6351950639824246,-0.9856398334761236,-0.6293078509964656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-1.0331224013585834,-1.2051132934870794,1.0049985751815391,-0.7165844305593455,0.9562621203138222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-0.5037576729981889,-1.2051132934870794,0.5862257311396761,-0.30326221325577307,0.49289764387888896,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-1.1552834925186746,0.8297975015331794,0.20401242110146783,-0.8853368969292195,0.1173424525049113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,1.0436161483629645,0.8297975015331794,-0.6468276429835875,0.16388432011871337,-0.6273142012693869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-1.2367242199587352,0.8297975015331794,1.3174164112127704,-0.8986606210713638,1.8732921706950962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,0.8400143297628127,0.8297975015331794,1.0000131841810405,1.200222995943116,0.9794062671878543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.8245070732210271,-0.7073594915983407,0.8297975015331794,0.32200000811326246,-0.5003165638547383,0.3859383360211149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-1.0331224013585834,-1.2051132934870794,0.3884718881199074,-0.7836001158968197,0.23934567845630592,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,-1.156999322034587,-0.9925664052983643,-1.1479985485615811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-0.9924020376385531,-1.2051132934870794,0.6560212051466532,-0.713429972691255,0.5990723081655064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-0.7888002190384014,0.8297975015331794,0.4815325201292102,-0.5153388422335466,0.6876226706999725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,-1.328164413051698,-0.9948384973292265,-1.3181423124125589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-1.0738427650786138,0.8297975015331794,0.8720548151682491,-0.7715117039267947,0.7863543394917644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-1.2774445836787656,-1.2051132934870794,0.50313588113137,-0.9705293185135924,0.5022307726726566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.8245070732210271,-0.5444780367182193,0.8297975015331794,1.3905354792200795,-0.15233353679790662,1.2261894449195085,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2367242199587352,0.8297975015331794,-0.6235624849812617,-0.9684998770879678,-0.7416357727621593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-1.1552834925186746,0.8297975015331794,0.179085466098976,-0.8873883975007748,0.0789362145482588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.1552834925186746,-1.2051132934870794,-0.4889569279678058,-0.9266536772574252,-0.6561509205360615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,-0.31779183695069496,-0.9814265366033595,-0.3137985413310606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-1.2774445836787656,0.8297975015331794,0.6593447991469852,-0.9684557587961065,0.6575076057017036,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2367242199587352,0.8297975015331794,-0.34438058895335305,-0.955440862696992,-0.25267893684090387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.8245070732210271,-0.8702409464784621,0.8297975015331794,1.0049985751815391,-0.5115226099875352,1.227256449523953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.7073594915983407,0.8297975015331794,0.32033821111309646,-0.5318170242437815,0.22867924554914282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,-0.5388108379727895,-0.9843604030121428,-0.5334987412551385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2367242199587352,-1.2051132934870794,0.1873944510998066,-0.9408597672367975,0.2932678005644172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,-0.8163309370005319,-0.9880442803825703,-0.8093629020620629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2367242199587352,0.8297975015331794,-0.6700928009859131,-0.9702425496164933,-0.806885080258408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.1960038562387048,0.8297975015331794,-0.7847567939973756,-0.9474554518700777,-0.6816174224069603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.7888002190384014,0.8297975015331794,1.4005062612210766,-0.40387397784570706,1.329696187308627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,1.0843365120829946,-1.2051132934870794,-1.5093002860698053,-0.520655096402846,-1.5217436701094993,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
-0.5480932437464201,-0.6666391278783103,0.8297975015331794,0.9867188081797118,-0.33906420710130314,0.9829282025817287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,-1.328164413051698,-0.9948384973292265,-1.3181423124125589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,0.19404163910047073,-0.9746323196567032,0.19498086901943482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.1145631287986442,0.8297975015331794,0.6859335511496436,-0.8288213650547598,0.5128028123682511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,0.7992939660427822,0.8297975015331794,1.3390197722149297,1.4758079060553824,1.4362107579195926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.5851984004382496,-1.2051132934870794,1.0099839661820376,-0.2204962977237773,1.1294867737090273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,0.17410007509847744,-0.9748970294078716,0.1751582945901949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.9924020376385531,0.8297975015331794,0.3236618051134285,-0.7381803344255032,0.3673959695237627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.9109613101984924,0.8297975015331794,-0.6617838159850825,-0.8136887909462978,-0.6990172377392931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-0.3408762181180675,0.8297975015331794,0.37683930911874425,-0.25016584900057215,0.22017205735659418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,0.2937494591104381,-0.973308770900861,0.29409374116563525,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.1552834925186746,0.8297975015331794,1.0199547481830342,-0.83102727964783,1.1340753326046846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.015113308357824713,0.8297975015331794,0.33695618111475767,0.010418841878816238,0.24056246594917188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.1145631287986442,0.8297975015331794,0.5264010391336954,-0.8224462718807867,0.6082815458690909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,0.22920887396235737,-1.2051132934870794,0.5164302571326987,0.343644300308008,0.5217490531961847,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.5480932437464201,-0.3408762181180675,0.8297975015331794,0.9435120861753926,-0.021478683136979433,0.933715908425803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,0.880734693482843,-1.2051132934870794,0.5878875281398422,0.9134099805521226,0.523949951445435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2367242199587352,0.8297975015331794,0.1857326540996401,-0.9444333488775714,0.15946542316704668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.0331224013585834,0.8297975015331794,0.3020584441112687,-0.7802250665694221,0.2754510818809932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2367242199587352,-1.2051132934870794,0.5264010391336954,-0.937043534990786,0.43615552457518963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,1.4508197855632678,0.8297975015331794,0.36686852711774764,1.329820478285993,0.4345765204846247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.5480932437464201,0.43281069256250915,0.8297975015331794,1.3240635992134344,1.0941846814542295,1.5195975141640627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-0.5480932437464201,1.247217966963116,0.8297975015331794,1.284180471209448,1.907350977897715,1.325182255524679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
-0.5480932437464201,-1.2367242199587352,0.8297975015331794,0.8521132511662559,-0.931572866799972,0.6409887936773369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.1552834925186746,0.8297975015331794,0.6659919871476498,-0.84170390627829,0.9341977071098466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-0.46303730927815856,0.8297975015331794,-0.7598298389948839,-0.6351420637831919,-0.81581310485253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.9109613101984924,0.8297975015331794,0.5147684601325326,-0.632539084563369,0.6575076057017036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-0.21871512695797646,-1.2051132934870794,-1.1304105700319294,-0.6505834659346836,-1.1523423843161371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.1145631287986442,-1.2051132934870794,1.0548524851865226,-0.7884751871475049,1.1170609562195868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2367242199587352,0.8297975015331794,0.6942425361504742,-0.9257051339824051,0.8606889936014147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.30015585439803716,0.8297975015331794,1.3356961782145975,0.12651612691210345,1.2541670960218305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,-0.4690153639658123,-0.9834339188830533,-0.4641197307527981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,0.8670694241677506,-0.9656983655547686,0.8639927560062879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-0.8702409464784621,-1.2051132934870794,-1.4893587220678117,-0.9110358019384879,-1.4924908647788293,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,0.9214550572028734,0.8297975015331794,0.6875953481498096,1.1448545396570529,0.7906792648217802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,0.06632741908223598,0.8297975015331794,0.30538203811160125,0.10796438518438257,0.3155196120560641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,1.4915401492832983,0.8297975015331794,1.1528985081963241,2.0858535867689594,1.2178065573223988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,-1.491020519067978,-0.9970002936304354,-1.480026670251353,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,-1.5009913010689746,-0.9971326485060197,-1.4899379574659728,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-1.1960038562387048,0.8297975015331794,0.5513279941361872,-0.9026753856307516,0.43615552457518914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.4223169455581282,-1.2051132934870794,0.6161380771426661,-0.1914002842411807,0.6345314398859937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,0.3502505571160864,-0.972558759939217,0.3502577020484823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,1.1657772395230555,0.8297975015331794,-1.5076384890696393,-0.4840589733038106,-1.4970058426108248,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-0.5480932437464201,-0.8295205827584317,0.8297975015331794,-0.6435040489832552,-0.7768500172420246,-0.7088734622471653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,1.125056875803025,0.8297975015331794,1.3672703212177542,1.816224646057983,1.384583116954206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,-1.2051132934870794,0.15914390209698223,-0.9750955617212478,0.16029136376826475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5480932437464201,-0.1779947632379461,0.8297975015331794,0.5413572121351905,-0.02322135566550505,0.4903136297122203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.1552834925186746,-1.2051132934870794,1.2093996062019723,-0.8355273454176932,1.0498293912804137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.0331224013585834,0.8297975015331794,1.1645310871974868,-0.7087534337539461,1.0400360955802541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-0.7888002190384014,-1.2051132934870794,-0.2928648819482031,-0.6817971574266277,-0.27123083342211546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,-0.3244390249513595,-0.9815147731870822,-0.3204060661408074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5480932437464201,-1.2774445836787656,0.8297975015331794,0.3303089931140931,-0.9728234696903856,0.3304351276192424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
